ID;Sex;Age;State;Account length;Phone number;Plans;Number vmail messages;Total day minutes;Total day calls;Total day charge;Total eve minutes;Total eve calls;Total eve charge;Total night minutes;Total night calls;Total night charge;Total intl minutes;Total intl calls;Total intl charge;Total charge;Customer service calls;Churn
82506;Female;;DC;100;510 468 70 20;International;0;68.5;110.0;11.65;337.1;115.0;28.65;205.2;99.0;9.23;12.1;9.0;3.27;52.8;0;False
13099;Male;;NY;47;415 549 33 50;Voice mail;37;163.5;77.0;27.8;203.1;102.0;17.26;232.0;87.0;10.44;7.8;4.0;2.11;57.61;2;False
69713;Male;39.0;AL;77;415 383 94 40;None;0;163.0;112.0;27.71;219.1;89.0;18.62;233.4;66.0;10.5;6.7;3.0;1.81;58.64;2;False
86848;Male;37.0;OR;98;415 601 84 73;Voice mail;38;213.7;61.0;36.33;253.0;104.0;21.51;207.7;73.0;9.35;10.7;5.0;2.89;70.08;2;False
23172;Male;;OK;125;415 472 14 14;Voice mail;36;201.3;117.0;34.22;42.2;78.0;3.59;125.7;104.0;5.66;5.4;3.0;1.46;44.93;1;False
42944;Male;31.0;LA;67;510 144 40 11;None;0;310.4;97.0;52.77;66.5;123.0;5.65;246.5;99.0;11.09;9.2;10.0;2.48;71.99;4;False
93034;Male;37.0;NE;194;408 528 99 91;None;0;48.4;101.0;8.23;281.1;138.0;23.89;218.5;87.0;9.83;18.2;1.0;4.91;46.86;1;False
80720;Female;40.0;TX;128;415 798 24 64;Voice mail;40;171.2;88.0;29.1;145.7;109.0;12.38;196.8;93.0;8.86;14.0;6.0;3.78;54.12;1;False
43088;Male;38.0;UT;190;415 605 36 20;Voice mail;22;166.5;93.0;28.31;183.0;92.0;15.56;121.0;102.0;5.44;8.5;3.0;2.3;51.61;0;False
91321;Female;40.0;OR;165;415 529 51 95;None;0;216.6;126.0;36.82;190.8;104.0;16.22;224.7;123.0;10.11;12.4;8.0;3.35;66.5;0;False
32162;Female;36.0;NY;59;408 376 11 46;None;0;107.8;113.0;18.33;216.6;125.0;18.41;217.5;92.0;9.79;9.9;3.0;2.67;49.2;2;False
99787;Female;;AL;47;408 383 36 82;Voice mail;28;141.3;94.0;24.02;168.0;108.0;14.28;113.5;84.0;5.11;7.8;2.0;2.11;45.52;1;False
21425;Female;29.0;RI;150;415 180 66 32;Voice mail;29;209.9;77.0;35.68;158.0;52.0;13.43;141.9;113.0;6.39;6.6;1.0;1.78;57.28;0;False
38372;Male;37.0;MN;152;415 266 39 73;International, Voice mail;20;237.5;120.0;40.38;253.4;94.0;21.54;265.2;80.0;11.93;14.2;3.0;3.83;77.68;9;True
82503;Female;41.0;NC;26;415 872 16 47;None;0;234.5;109.0;39.87;216.5;129.0;18.4;191.6;94.0;8.62;3.5;6.0;0.95;67.84;3;False
33593;Female;34.0;MD;79;510 801 90 92;Voice mail;31;103,1;90.0;17.53;243.0;135.0;20.66;76.4;92.0;3.44;12.2;8.0;3.29;44.92;3;False
70903;Male;46.0;RI;95;510 344 38 27;Voice mail;27;129.5;106.0;22.02;248.9;90.0;21.16;268.0;115.0;12.06;11.9;3.0;3.21;58.45;1;False
52176;Female;;WI;69;510 773 31 81;International;0;279.8;90.0;47.57;248.7;91.0;21.14;171.0;118.0;7.69;8.4;10.0;2.27;78.67;2;True
16107;Female;;VT;95;510 562 42 85;International, Voice mail;41;136.8;91.0;23.26;200.8;61.0;17.07;133.7;67.0;6.02;10.3;9.0;2.78;49.13;5;True
18861;Female;;CT;31;415 714 90 78;Voice mail;31;100.1;54.0;17.02;246.3;97.0;20.94;255.0;131.0;11.48;5.9;3.0;1.59;51.03;0;False
13626;Female;41.0;OK;121;408 508 95 37;Voice mail;31;237.1;63.0;40.31;205.6;117.0;17.48;196.7;85.0;8.85;10.1;5.0;2.73;69.37;4;False
29398;Male;38.0;AK;111;415 936 38 16;None;0;172.8;58.0;29.38;183.1;108.0;15.56;158.8;104.0;7.15;7.9;3.0;2.13;54.22;4;True
44580;Female;26.0;NY;157;415 122 16 45;None;0;224.5;111.0;38.17;200.7;99.0;17.06;116.6;118.0;5.25;11.5;2.0;3.11;63.59;2;False
79137;Male;35.0;GA;44;510 792 48 21;None;0;288.1;112.0;48.98;258.0;92.0;21.93;192.4;90.0;8.66;10.2;4.0;2.75;82.32;3;True
66877;Male;34.0;UT;61;510 833 88 51;International;0;78.2;103.0;13.29;195.9;149.0;16.65;108.0;100.0;4.86;10.1;6.0;2.73;37.53;2;False
29578;Male;;NM;65;415 240 78 96;None;0;148.7;80.0;25.28;259.0;94.0;22.02;149.5;107.0;6.73;12.7;6.0;3.43;57.46;2;False
94810;Male;;NE;74;415 674 77 69;Voice mail;25;194.6;84.0;33.08;119.9;103.0;10.19;175.5;75.0;7.9;13.1;2.0;3.54;54.71;2;False
82580;Female;33.0;NJ;123;408 309 29 69;None;0;159.5;77.0;27.12;303.8;92.0;25.82;226.9;120.0;10.21;12.0;4.0;3.24;66.39;0;False
84824;Female;30.0;TX;58;408 494 75 54;Voice mail;20;194.5;110.0;33.07;213.7;89.0;18.16;236.6;92.0;10.65;9.5;2.0;2.57;64.45;1;False
63971;Male;40.0;MT;74;408 294 98 66;None;0;174.1;96.0;29.6;251.1;94.0;21.34;257.6;123.0;11.59;8.3;5.0;2.24;64.77;2;True
33075;Male;22.0;CO;125;415 743 91 86;None;0;131.8;97.0;22.41;136.7;100.0;11.62;308.2;119.0;13.87;7.7;6.0;2.08;49.98;2;False
54285;Male;39.0;VT;80;415 370 84 41;None;0;160.6;103.0;27.3;237.0;109.0;20.15;245.1;88.0;11.03;10.7;1.0;2.89;61.37;1;False
79521;Male;36.0;RI;53;408 127 95 11;Voice mail;18;146.8;107.0;24.96;310.0;84.0;26.35;178.7;130.0;8.04;7.2;7.0;1.94;61.29;0;False
44341;Male;35.0;WY;99;408 644 63 59;Voice mail;28;200.7;88.0;34.12;264.2;116.0;22.46;172.7;102.0;7.77;9.1;5.0;2.46;66.81;1;False
17547;Female;38.0;ID;99;415 649 60 33;None;0;145.6;106.0;24.75;98.3;106.0;8.36;230.8;83.0;10.39;10.9;5.0;2.94;46.44;1;False
23204;Female;;CT;66;415 250 37 92;Voice mail;29;229.4;104.0;39.0;257.4;84.0;21.88;231.5;119.0;10.42;8.0;1.0;2.16;73.46;2;False
46242;Female;26.0;ME;97;510 927 87 35;None;0;211.0;76.0;35.87;189.0;100.0;16.07;123.0;102.0;5.54;4.7;4.0;1.27;58.75;3;False
21065;Male;;AZ;75;510 847 73 48;Voice mail;37;121.5;97.0;20.66;271.4;110.0;23.07;248.7;97.0;11.19;11.3;5.0;3.05;57.97;2;False
97792;Female;37.0;MD;85;510 142 57 87;International;0;216.0;73.0;36.72;188.2;117.0;16.0;147.1;98.0;6.62;3.6;7.0;0.97;60.31;2;False
66091;Male;44.0;IN;108;510 143 22 64;None;0;293.0;88.0;49.81;160.6;101.0;13.65;143.9;87.0;6.48;10.0;6.0;2.7;72.64;2;False
20440;Male;33.0;NC;133;408 166 70 30;International, Voice mail;32;221.1;137.0;37.59;264.9;99.0;22.52;168.9;108.0;7.6;15.4;4.0;4.16;71.87;2;True
23663;Male;39.0;DE;51;510 263 66 65;None;0;181.5;108.0;30.86;196.9;87.0;16.74;187.2;119.0;8.42;10,3;2.0;2.78;58.8;1;False
75033;Female;44.0;MN;186;415 693 48 32;Voice mail;26;74.3;107.0;12.63;177.3;116.0;15.07;296.3;90.0;13.33;14.5;3.0;3.92;44.95;2;False
67206;Male;42.0;WI;44;415 729 49 20;International;0;62.3;92.0;10.59;275.0;82.0;23.38;138.7;108.0;6.24;10.8;3.0;2.92;43.13;1;False
13031;Female;19.0;FL;64;408 222 81 36;Voice mail;31;228.6;88.0;38.86;248.5;109.0;21.12;167.1;124.0;7.52;9.0;1.0;2.43;69.93;3;False
38988;Female;;WV;44;510 690 10 27;None;0;228.1;121.0;38.78;276.5;79.0;23.5;279.8;77.0;12.59;9.9;5.0;2.67;77.54;2;True
84782;Female;28.0;SD;114;415 917 75 78;Voice mail;36;309.9;90.0;52.68;200.3;89.0;17.03;183.5;105.0;8.26;14.2;2.0;3.83;81.8;1;False
85763;Male;28.0;FL;92;415 391 61 80;None;0;201.9;74.0;34.32;226.8;119.0;19.28;217.5;80.0;9.79;13.7;6.0;3.7;67.09;3;False
14816;Female;32.0;OR;110;408 454 14 27;None;0;149.8;112.0;25.47;180.0;93.0;15.3;140.0;119.0;6.3;11.7;4.0;3.16;50.23;2;False
22517;Male;28.0;CO;90;408 540 28 60;Voice mail;30;183.8;76.0;31.25;229.7;95.0;19.52;144.1;124.0;6.48;7.7;3.0;2.08;59.33;1;False
28579;Female;44.0;CT;72;408 983 42 37;Voice mail;21;186.7;108.0;31.74;335.0;86.0;28.48;187.2;119.0;8.42;16.5;4.0;4.46;73.1;1;False
92683;Female;;IN;113;415 219 62 63;None;0;209.4;151.0;35.6;347.3;113.0;29.52;246.0;116.0;11.07;7.4;2.0;2.0;78.19;1;True
84142;Male;43.0;PA;171;415 180 96 76;Voice mail;25;223.2;77.0;37.94;183.2;118.0;15.57;150.8;90.0;6.79;10.2;3.0;2.75;63.05;3;False
18121;Male;33.0;NM;104;415 560 82 98;None;0;164.2;109.0;27.91;155.4;90.0;13.21;168.9;117.0;7.6;10.7;8.0;2.89;51.61;1;False
80387;Male;39.0;ME;165;408 903 44 92;None;0;150.5;75.0;25.59;193.1;93.0;16.41;311.6;93.0;14.02;10.3;2.0;2.78;58.8;1;False
57763;Male;;SD;104;510 595 86 57;None;0;234.2;128.0;39.81;293.1;92.0;24.91;183.9;79.0;8.28;9.8;6.0;2.65;75.65;0;True
73454;Female;36.0;AR;110;408 955 49 24;None;0;55.3;102.0;9.4;164.7;124.0;14.0;200.7;108.0;9.03;10.2;5.0;2.75;35.18;1;False
49353;Female;40.0;TX;90;408 699 55 87;International;0;221.8;97.0;37.71;203.8;134.0;17.32;215.8;154.0;9.71;8.4;4.0;2.27;67.01;1;False
95172;Male;34.0;NH;114;415 781 26 22;None;0;169.6;85.0;28.83;58.9;86.0;5.01;179.3;124.0;8.07;7.4;8.0;2.0;43.91;1;False
74210;Female;;OK;101;408 636 32 72;None;0;89.7;118.0;15.25;260.1;79.0;22.11;170.1;93.0;7.65;13.5;11.0;3.65;48.66;5;True
52744;Female;;WI;117;408 673 11 24;Voice mail;14;80.2;81.0;13.63;219.0;103.0;18.62;122.6;102.0;5.52;8.6;2.0;2.32;40.09;1;False
85006;Female;37.0;AL;109;408 599 75 43;None;0;218.9;105.0;37.21;299.9;87.0;25.49;158.6;110.0;7.14;11.3;4.0;3.05;72.89;2;False
91452;Female;48.0;PA;82;408 926 63 46;None;0;125.7;96.0;21.37;207.6;137.0;17.65;183.1;103.0;8.24;12.9;2.0;3.48;50.74;1;False
41726;Male;;OK;92;510 499 39 12;None;0;176.3;85.0;29.97;93.4;125.0;7.94;207.2;107.0;9.32;9.6;1.0;2.59;49.82;2;False
37011;Female;32.0;ME;82;510 709 89 33;Voice mail;29;207.2;111.0;35.22;254.1;137.0;21.6;169.3;92.0;7.62;9.5;5.0;2.57;67.01;2;False
22236;Female;;WV;90;415 930 72 13;None;0;205.7;138.0;34.97;161.9;83.0;13.76;269.7;104.0;12.14;12.5;6.0;3.38;64.25;2;False
47494;Male;37.0;HI;87;408 542 10 54;Voice mail;28;151.4;95.0;25.74;152.4;97.0;12.95;250.1;109.0;11.25;0.0;0.0;0.0;49.94;1;False
66948;Male;22.0;MN;124;510 157 14 23;None;0;157.5;70.0;26.78;130.7;79.0;11.11;193.4;98.0;8.7;9.6;4.0;2.59;49.18;3;False
83175;Female;;NY;39;408 910 90 57;None;0;160.4;68.0;27.27;102.6;103.0;8.72;235.3;106.0;10.59;9.1;5.0;2.46;49.04;2;False
23598;Male;;AZ;84;415 558 36 57;None;0;159.0;80.0;27.03;167.9;128.0;14.27;167.6;101.0;7.54;12.3;5.0;3.32;52.16;1;False
68552;Female;31.0;OH;75;510 598 65 21;Voice mail;46;214.1;62.0;36.4;200.9;111.0;17.08;246.8;126.0;11.11;9.2;6.0;2.48;67.07;0;False
65558;Female;54.0;MI;102;510 653 54 65;None;0;102.6;89.0;17.44;246.0;77.0;20.91;170.5;140.0;7.67;9.1;4.0;2.46;48.48;2;False
82894;Female;40.0;MA;62;415 362 37 24;International;0;159.7;86.0;27.15;197.5;76.0;16.79;121.6;105.0;5.47;13.9;6.0;3.75;53.16;0;True
64890;Male;;WV;143;510 705 81 90;None;0;202.8;109.0;34.48;165.8;104.0;14.09;143.9;71.0;6.48;4.6;4.0;1.24;56.29;1;False
22424;Male;32.0;MI;53;415 146 78 24;None;0;57.5;95.0;9.78;265.5;131.0;22.57;244.3;128.0;10.99;11.6;6.0;3.13;46.47;3;False
15352;Male;37.0;NM;30;415 778 84 84;None;0;169.9;144.0;28.88;225.2;118.0;19.14;169.7;93.0;7.64;11.4;7.0;3.08;58.74;1;False
53890;Female;21.0;MO;112;415 132 22 89;None;0;503.25;115.5;85.56;318.75;163.5;27.09;397.5;198.0;17.9;19.05;12.0;5.14;1.3569 hundred;2;True
37122;Male;40.0;RI;129;415 773 20 27;;0;139.5;119.0;23.72;289.3;105.0;24.59;129.4;97.0;5.82;13.1;8.0;3.54;57.67;0;False
30141;Male;34.0;NC;63;415 766 25 89;Voice mail;29;142.3;107.0;24.19;118.7;56.0;10.09;240.1;91.0;10.8;6.6;8.0;1.78;46.86;1;False
10507;Male;41.0;WY;28;415 738 78 95;None;0;187.8;94.0;31.93;248.6;86.0;21.13;208.8;124.0;9.4;10.6;5.0;2.86;65.32;0;False
84121;Female;33.0;WY;111;415 700 74 47;None;0;146.2;55.0;24.85;261.5;83.0;22.23;163.2;116.0;7.34;8.7;3.0;2.35;56.77;3;False
77741;Male;25.0;PA;91;510 670 57 77;None;0;231.8;120.0;39.41;150.6;106.0;12.8;269.2;129.0;12.11;11.6;7.0;3.13;67.45;3;False
96390;Female;40.0;KY;90;415 478 87 79;None;0;193.7;83.0;32.93;154.2;79.0;13.11;299.0;60.0;13.46;12.7;3.0;3.43;62.93;1;False
13465;Male;37.0;OR;151;510 689 23 91;None;0;156.4;108.0;26.59;233.4;118.0;19.84;195.7;141.0;8.81;7.7;6.0;2.08;57.32;4;False
59514;Male;46.0;NV;105;415 570 91 17;International, Voice mail;29;220.7;82.0;37.52;217.7;110.0;18.5;190.5;100.0;8.57;13.2;6.0;3.56;68.15;1;True
17699;Male;;DC;41;408 749 11 20;Voice mail;37;239.8;110.0;40.77;221.9;115.0;18.86;189.1;100.0;8.51;7.3;1.0;1.97;70.11;2;False
88254;Female;36.0;UT;48;510 707 10 77;Voice mail;43;172.0;111.0;29.24;200.2;64.0;17.02;233.1;96.0;10.49;8.0;5.0;2.16;58.91;1;False
28665;Female;;WA;166;408 504 13 55;International, Voice mail;35;128.2;138.0;21.79;274.5;113.0;23.33;298.9;130.0;13.45;8.8;7.0;2.38;60.95;2;False
59973;Female;36.0;FL;79;510 491 10 70;None;0;130.2;119.0;22.13;290.9;121.0;24.73;194.8;140.0;8.77;14.0;6.0;3.78;59.41;3;False
45713;Female;;VA;153;510 781 89 45;None;0;195.4;107.0;33.22;154.6;96.0;13.14;142.8;97.0;6.43;11.6;6.0;3.13;55.92;1;False
72979;Male;;KS;110;415 826 73 90;International;0;293.3;79.0;49.86;188.5;90.0;16.02;266.9;91.0;12.01;14.5;4.0;3.92;81.81;0;True
95365;Female;39.0;KS;163;415 406 72 50;None;0;191.3;89.0;32.52;193.9;87.0;16.48;268.4;121.0;12.08;12.8;4.0;3.46;64.54;1;False
82973;Female;37.0;DC;126;510 106 86 52;None;0;122.4;88.0;20.81;143.8;111.0;12.22;157.0;106.0;7.07;11.5;3.0;3.11;43.21;1;False
61569;Female;32.0;ME;105;408 743 65 97;Voice mail;33;209.6;68.0;35.63;146.9;140.0;12.49;121.0;131.0;5.44;10.6;3.0;2.86;56.42;2;False
22931;Male;34.0;LA;172;415 393 59 66;None;0;215.7;140.0;36.67;146.3;84.0;12.44;264.6;83.0;11.91;7.1;1.0;1.92;62.94;3;False
52328;Female;29.0;DC;126;415 695 91 53;None;0;161.4;110.0;27.44;220.6;125.0;18.75;249.2;78.0;11.21;5.1;2.0;1.38;58.78;0;False
15460;Female;43.0;TX;97;510 490 55 37;None;0;144.2;91.0;24.51;226.7;137.0;19.27;144.6;72.0;6.51;13.8;4.0;3.73;54.02;3;False
71591;Male;35.0;NJ;95;408 729 87 64;International, Voice mail;37;220.2;109.0;37.43;185.3;99.0;15.75;205.1;82.0;9.23;4.1;2.0;1.11;63.52;0;True
42425;Female;;DE;87;510 789 63 30;None;0;256.2;105.0;43.55;160.7;102.0;13.66;249.4;80.0;11.22;7.4;2.0;2.0;70.43;4;False
89857;Male;27.0;VT;97;415 985 49 33;None;0;112.7;119.0;19.16;217.7;109.0;18.5;152.1;76.0;6.84;6.5;5.0;1.76;46.26;1;False
34740;Male;;GA;76;415 756 58 76;None;0;299.5;125.0;50.92;226.7;92.0;19.27;210.7;134.0;9.48;13.7;4.0;3.7;83.37;0;True
57181;Female;20.0;TX;140;408 227 92 16;None;0;194.8;107.0;33.12;170.9;99.0;14.53;225.1;93.0;10.13;13.9;4.0;3.75;61.53;0;False
79803;Female;31.0;MT;169;415 374 61 16;None;0;100.8;112.0;17.14;230.0;69.0;19.55;193.6;95.0;8.71;9.5;2.0;2.57;47.97;0;False
54103;Female;26.0;ND;68;408 992 87 33;Voice mail;22;82.5;97.0;14.03;289.9;94.0;24.64;180.0;114.0;8.1;4.8;4.0;1.3;48.07;3;False
13784;Female;31.0;NJ;122;415 320 42 96;Voice mail;34;146.4;104.0;24.89;89.7;103.0;7.62;220.0;91.0;9.9;15.6;4.0;4.21;46.62;2;False
73221;Male;47.0;MO;36;408 486 96 64;;0;177.9;129.0;30.24;224.6;87.0;19.09;306.3;102.0;13.78;10.8;6.0;2.92;66.03;2;False
34603;Male;37.0;CO;120;510 413 77 65;Voice mail;27;153.5;84.0;26.1;194.0;73.0;16.49;256.5;94.0;11.54;10.2;7.0;2.75;56.88;5;False
39960;Female;29.0;KS;121;408 827 77 47;None;0;150.7;105.0;25.62;197.3;133.0;16.77;169.0;116.0;7.61;9.2;15.0;2.48;52.48;1;False
13275;Male;28.0;NC;64;408 223 64 83;Voice mail;19;180.1;106.0;30.62;127.5;92.0;10.84;237.4;118.0;10.68;7.5;3.0;2.03;54.17;0;False
96949;Female;;MT;13;415 643 54 89;Voice mail;31;265.3;94.0;45.1;147.6;95.0;12.55;259.3;117.0;11.67;12.9;1.0;3.48;72.8;1;False
41253;Male;;DE;106;415 207 14 76;;0;128.6;83.0;21.86;134.0;114.0;11.39;210.6;113.0;9.48;11.4;2.0;3.08;45.81;0;False
87562;Female;28.0;ND;88;415 409 50 17;None;0;161.5;92.0;27.46;173.5;108.0;14.75;206.2;95.0;9.28;7.9;4.0;2.13;53.62;2;False
55519;Male;;VA;74;408 792 45 71;None;0;165.3;120.0;28.1;198.5;106.0;16.87;208.5;102.0;9.38;9.8;3.0;2.65;57.0;1;False
58556;Female;;IL;83;415 684 84 53;None;0;195.0;92.0;33.15;210.5;83.0;17.89;180.6;92.0;8.13;11.0;13.0;2.97;62.14;0;False
32458;Female;;OK;49;415 177 36 36;None;0;213.8;79.0;36.35;265.1;93.0;22.53;239.8;128.0;10.79;15.6;7.0;4.21;73.88;0;False
87535;Female;33.0;CO;111;510 904 15 84;Voice mail;24;205.5;114.0;34.94;219.3;99.0;18.64;215.9;95.0;9.72;14.0;4.0;3.78;67.08;1;False
68173;Female;32.0;MT;50;415 985 25 15;Voice mail;22;252.9;112.0;42.99;177.9;99.0;15.12;158.4;146.0;7.13;8.5;4.0;2.3;67.54;3;False
19756;Male;39.0;WV;153;408 215 46 24;Voice mail;28;235.6;74.0;40.05;227.9;37.0;19.37;170.3;103.0;7.66;15.4;9.0;4.16;71.24;0;False
98249;Male;36.0;ME;88;415 922 15 40;None;0;192.0;91.0;32.64;127.6;127.0;10.85;155.6;125.0;7.0;7.5;5.0;2.03;52.52;1;False
71731;Male;;WI;131;415 670 10 81;Voice mail;39;69.1;122.0;11.75;101.3;136.0;8.61;104.8;94.0;4.72;9.1;4.0;2.46;27.54;0;False
67086;Male;;MO;79;408 971 70 25;None;0;261.7;97.0;44.49;210.6;48.0;17.9;256.7;83.0;11.55;6.0;3.0;1.62;75.56;3;True
16800;Male;;NY;140;415 727 66 19;None;0;235.5;81.0;40.04;257.2;130.0;21.86;103.1;111.0;4.64;11.5;4.0;3.11;69.65;2;False
37534;Female;16.0;CT;105;408 981 68 84;None;0;213.4;100.0;36.28;204.9;52.0;17.42;179.7;93.0;8.09;9.5;6.0;2.57;64.36;1;False
86583;Male;32.0;AR;54;415 446 51 37;Voice mail;39;206.9;143.0;35.17;127.8;72.0;10.86;199.2;120.0;8.96;9.2;1.0;2.48;57.47;3;False
33324;Male;40.0;WY;87;415 214 88 62;Voice mail;22;263.8;65.0;44.85;103.4;115.0;8.79;208.1;109.0;9.36;8.5;3.0;2.3;65.3;3;False
46001;Female;35.0;CA;96;510 725 18 65;Voice mail;31;183.4;126.0;31.18;195.5;106.0;16.62;180.1;93.0;8.1;10.5;5.0;2.84;58.74;1;False
55276;Female;28.0;CA;79;510 208 24 84;None;0;157.6;85.0;26.79;194.1;92.0;16.5;231.5;86.0;10.42;9.4;10.0;2.54;56.25;5;True
79615;Female;40.0;MN;55;415 804 47 59;None;0;175.6;147.0;29.85;161.8;118.0;13.75;289.5;55.0;13.03;9.3;4.0;2.51;59.14;0;False
49443;Female;38.0;AK;130;415 655 99 41;None;0;242.5;101.0;41.23;102.8;114.0;8.74;142.4;89.0;6.41;9.3;2.0;2.51;58.89;2;False
24141;Male;43.0;VA;34;415 805 17 23;None;0;151.0;102.0;25.67;131.4;101.0;11.17;186.6;86.0;8.4;9.9;7.0;2.67;47.91;0;False
77488;Male;;CO;139;415 528 46 47;None;0;138.1;103.0;23.48;164.5;100.0;13.98;134.9;63.0;6.07;8.3;2.0;2.24;45.77;1;False
86444;Male;43.0;MT;109;408 989 95 70;None;0;264.7;69.0;45.0;305.0;120.0;25.93;197.4;86.0;8.88;9.5;9.0;2.57;82.38;1;True
21897;Male;;SD;65;408 993 83 87;Voice mail;31;282.3;70.0;47.99;152.0;89.0;12.92;225.5;93.0;10.15;12.0;4.0;3.24;74.3;1;False
31777;Male;32.0;NE;63;415 485 89 15;;0;211,2;80.0;35.9;237.7;93.0;20.2;259.2;58.0;11.66;12.3;2.0;3.32;71.08;0;False
79461;Male;41.0;VT;152;415 787 96 38;None;0;197.1;126.0;33.51;130.1;76.0;11.06;78.1;100.0;3.51;7.4;4.0;2.0;50.08;3;False
91270;Male;43.0;ND;147;408 837 12 26;None;0;205.3;95.0;34.9;166.7;128.0;14.17;240.6;84.0;10.83;7.8;4.0;2.11;62.01;1;False
52756;Male;24.0;GA;112;415 547 49 57;Voice mail;22;181.8;110.0;30.91;228.1;123.0;19.39;262.7;141.0;11.82;9.2;4.0;2.48;64.6;2;False
93102;Male;42.0;OR;120;415 136 37 74;None;0;252.0;120.0;42.84;150.2;106.0;12.77;151.8;96.0;6.83;9.6;1.0;2.59;65.03;2;False
88826;Male;42.0;MT;27;510 439 33 48;;0;193.8;102.0;32.95;118.9;104.0;10.11;135.9;124.0;6.12;9.2;3.0;2.48;51.66;0;False
83447;Male;47.0;WY;171;415 442 49 14;None;0;231.2;135.0;39.3;188.7;74.0;16.04;206.9;124.0;9.31;12.3;1.0;3.32;67.97;1;False
15561;Male;36.0;GA;101;415 451 68 99;Voice mail;33;200.1;108.0;34.02;188.9;122.0;16.06;205.1;90.0;9.23;15.5;4.0;4.19;63.5;0;False
12602;Male;;WV;32;408 343 60 50;Voice mail;26;266.7;109.0;45.34;232.3;107.0;19.75;212.8;98.0;9.58;16.3;4.0;4.4;79.07;1;False
41371;Female;;CT;3;415 982 29 96;Voice mail;36;118.1;117.0;20.08;221.5;125.0;18.83;103.9;89.0;4.68;11.9;6.0;3.21;46.8;2;False
48930;Female;35.0;IL;151;408 137 41 64;None;0;175.3;106.0;29.8;144.3;87.0;12.27;160.2;88.0;7.21;11.8;5.0;3.19;52.47;o;False
27141;Male;42.0;CO;60;408 922 39 24;None;0;125.1;99.0;21.27;248.8;62.0;21.15;211.3;79.0;9.51;11.2;3.0;3.02;54.95;3;False
26895;Male;45.0;DE;119;415 432 80 33;None;0;176.8;90.0;30.06;224.7;81.0;19.1;204.6;77.0;9.21;7.5;15.0;2.03;60.4;1;False
71344;Male;;LA;43;415 761 43 32;None;0;241.9;101.0;41.12;129.4;121.0;11.0;264.8;104.0;11.92;5.9;3.0;1.59;65.63;1;False
29882;Male;26.0;MA;42;408 737 30 70;None;0;241.2;134.0;41.0;116.5;114.0;9.9;152.2;91.0;6.85;10.6;4.0;2.86;60.61;0;False
61862;Female;49.0;IN;84;408 832 79 74;None;0;217.1;99.0;36.91;236.0;68.0;20.06;118.3;120.0;5.32;9.4;4.0;2.54;64.83;1;False
70514;Female;;NY;65;510 394 63 14;None;0;195.4;110.0;33.22;181.2;109.0;15.4;178.5;105.0;8.03;8.9;4.0;2.4;59.05;0;False
85732;Male;29.0;TX;75;415 893 30 15;International;0;222.4;78.0;37.81;327.0;111.0;27.8;208.0;104.0;9.36;8.7;9.0;2.35;77.32;1;True
38618;Male;38.0;KS;116;510 593 43 17;None;0;189.5;90.0;32.22;189.8;118.0;16.13;205.8;83.0;9.26;13.1;2.0;3.54;61.15;1;False
66695;Female;;WV;107;415 579 58 89;None;0;123.1;100.0;20.93;158.4;82.0;13.46;256.1;82.0;11.52;9.3;5.0;2.51;48.42;0;False
48264;Female;;NE;189;415 790 37 79;Voice mail;38;256.7;98.0;43.64;150.5;120.0;12.79;123.0;87.0;5.54;11.4;3.0;3.08;65.05;3;False
19759;Male;34.0;ND;123;408 190 47 22;None;0;159.1;94.0;27.05;241.6;119.0;20.54;202.4;120.0;9.11;6.5;1.0;1.76;58.46;1;False
98329;Female;33.0;AK;110;408 170 85 29;None;0;100.1;90.0;17.02;233.3;93.0;19.83;204.4;57.0;9.2;11.1;8.0;3.0;49.05;3;False
35357;Male;;CO;63;415 467 75 59;Voice mail;32;30.9;113.0;5.25;187.0;113.0;15.9;230.8;101.0;10.39;8.6;7.0;2.32;33.86;1;False
36984;Male;39.0;ME;176;415 168 49 36;None;0;223.2;76.0;37.94;214.4;131.0;18.22;154.4;80.0;6.95;10.1;2.0;2.73;65.84;3;False
72600;Female;32.0;SC;108;510 213 43 20;None;0;187.4;101.0;31.86;199.9;126.0;16.99;216.1;107.0;9.72;12.6;8.0;3.4;61.97;1;False
92708;Male;30.0;MN;13;510 819 36 70;Voice mail;21;315.6;105.0;53.65;208.9;71.0;17.76;260.1;123.0;11.7;12.1;3.0;3.27;86.38;3;False
84424;Female;36.0;CO;71;415 773 16 62;None;0;277.5;104.0;47.18;131.8;121.0;11.2;126.9;101.0;5.71;8.2;2.0;2.21;66.3;1;False
97147;Male;;KS;88;415 556 81 83;None;0;189.8;111.0;32.27;197.3;101.0;16.77;234.5;111.0;10.55;14.9;3.0;4.02;63.61;2;False
74795;Male;;MS;137;510 886 31 45;None;0;147.2;119.0;25.02;192.8;91.0;16.39;172.7;105.0;7.77;10.2;4.0;2.75;51.93;1;False
73942;Male;27.0;NE;82;408 752 79 54;None;0;185.8;36.0;31.59;276.5;134.0;23.5;192.1;104.0;8.64;5.7;7.0;1.54;65.27;4;False
28811;Female;44.0;NJ;92;510 167 69 24;Voice mail;29;155.4;110.0;26.42;188.5;104.0;16.02;254.9;118.0;11.47;8.0;4.0;2.16;56.07;3;False
